,results__bestsellers_date,results__published_date,results__display_name,results__normal_list_ends_at,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
114,6/30/2012,7/1/2012,,,18.0,679603859,9.78068E+12,"An examination of the science behind habits, how we form them and break them.",THE POWER OF HABIT,Charles Duhigg
120,6/30/2012,7/1/2012,,,19.0,805095845,9.78081E+12,The Bravo executive vice president and talk show host looks back on his career. ,MOST TALKATIVE,Andy Cohen
126,6/30/2012,7/1/2012,,,20.0,425248305,9.78043E+12,The comedian’s humorous reflections.,I HATE EVERYONE...STARTING WITH ME,Joan Rivers
132,5/16/2020,5/31/2020,Combined Print & E-Book Nonfiction,15.0,1.0,1984801252,9.78198E+12,The activist and public speaker describes her journey of listening to her inner voice.,UNTAMED,Glennon Doyle
138,5/16/2020,5/31/2020,,,2.0,1524763136,9.78152E+12,"The former first lady describes her journey from the South Side of Chicago to the White House, and how she balanced work, family and her husband’s political ascent.",BECOMING,Michelle Obama
144,5/16/2020,5/31/2020,,,3.0,385348711,9.78039E+12,An examination of the leadership of the prime minister Winston Churchill.,THE SPLENDID AND THE VILE,Erik Larson
150,5/16/2020,5/31/2020,,,4.0,399590501,9.7804E+12,"The daughter of survivalists, who is kept out of school, educates herself enough to leave home for university.",EDUCATED,Tara Westover
156,5/16/2020,5/31/2020,,,5.0,143036491,9.78014E+12,An overview of the 1918 flu epidemic and cautionary tale for similar kinds of large-scale outbreaks.,THE GREAT INFLUENZA,John M. Barry
162,5/16/2020,5/31/2020,,,6.0,038554376X,9.78039E+12,"From 1945 to 1965, a family in Colorado had 12 children, six of whom went on to develop schizophrenia.",HIDDEN VALLEY ROAD,Robert Kolker
168,5/16/2020,5/31/2020,,,7.0,1510752242,9.78151E+12,The controversial virologist gives her account of her work over nearly four decades.,PLAGUE OF CORRUPTION,Judy Mikovits and Kent Heckenlively
174,5/16/2020,5/31/2020,,,8.0,143127748,9.78014E+12,"How trauma affects the body and mind, and innovative treatments for recovery.",THE BODY KEEPS THE SCORE,Bessel van der Kolk
180,5/16/2020,5/31/2020,,,9.0,735225311,9.78074E+12,The true story of a Baltimore socialite who joined a spy organization during World War II and became essential to the French Resistance.,A WOMAN OF NO IMPORTANCE,Sonia Purnell
186,5/16/2020,5/31/2020,,,10.0,1250317479,9.78125E+12,"How Allan Pinkerton, along with undercover agents, thwarted a lesser-known assassination attempt of Abraham Lincoln in Baltimore in 1861.",THE LINCOLN CONSPIRACY,Brad Meltzer and Josh Mensch
192,5/16/2020,5/31/2020,,,11.0,374201234,9.78037E+12,Various skills and techniques used on the court by the late Los Angeles Lakers player.,THE MAMBA MENTALITY,Kobe Bryant
198,5/16/2020,5/31/2020,,,12.0,1501111124,9.7815E+12,A psychologist argues that passion and perseverance are the keys to success.,GRIT,Angela Duckworth
204,5/16/2020,5/31/2020,,,13.0,1538733307,9.78154E+12,The Texas congressman and former Navy SEAL prescribes ways to overcome adversity.,FORTITUDE,Dan Crenshaw
210,5/16/2020,5/31/2020,,,14.0,807047414,9.78081E+12,Historical and cultural analyses on what causes defensive moves by white people and how this inhibits cross-racial dialogue.,WHITE FRAGILITY,Robin DiAngelo
216,5/16/2020,5/31/2020,,,15.0,62316117,9.78006E+12,How Homo sapiens became Earth’s dominant species.,SAPIENS,Yuval Noah Harari
239,12/13/2014,12/28/2014,,,2.0,080509668X,9.78081E+12,The host of “The O’Reilly Factor” recounts the strange death of Gen. George S. Patton in December 1945.,KILLING PATTON,Bill O'Reilly and Martin Dugard
251,12/13/2014,12/28/2014,,,4.0,553447785,9.78055E+12,"The 43rd president’s portrait of his father, George H. W. Bush, the 41st.",41,George W Bush
257,12/13/2014,12/28/2014,,,5.0,62268341,9.78006E+12,"A humorous miscellany from the comedian and actress, the “S.N.L.” alumna and star of “Parks and Recreation.”",YES PLEASE,Amy Poehler
263,12/13/2014,12/28/2014,,,6.0,143125478,9.78014E+12,The University of Washington’s eight-oar crew and their quest for gold at the 1936 Berlin Olympics.,THE BOYS IN THE BOAT,Daniel James Brown
271,12/13/2014,12/28/2014,,,7.0,544272994,9.78054E+12,"Scientific (but often funny) answers to hypothetical questions, based in part on the author’s website, xkcd.com.",WHAT IF?,Randall Munroe
277,12/13/2014,12/28/2014,,,8.0,1250038820,9.78125E+12,"Four hundred color photos of New Yorkers, with brief commentary by Stanton. ",HUMANS OF NEW YORK,Brandon Stanton
283,12/13/2014,12/28/2014,,,9.0,62376330,9.78006E+12,A former member of the Navy SEALs discusses his battlefield experiences during the Iraq war. Kyle was shot to death in Texas in 2013.,AMERICAN SNIPER,Chris Kyle with Scott McEwen and Jim DeFelice
293,12/13/2014,12/28/2014,,,10.0,805095152,9.78081E+12,"The surgeon and New Yorker writer considers how doctors fail patients at the end of life, and how they can do better.",BEING MORTAL,Atul Gawande
301,12/13/2014,12/28/2014,,,11.0,62314963,9.78006E+12,"The veteran sportscaster, the voice of “Sunday Night Football,” recalls players and games he has observed.",YOU CAN'T MAKE THIS UP,Al Michaels with L Jon Wertheim
307,12/13/2014,12/28/2014,,,12.0,1627792287,9.78163E+12,One year in the (social) life of the TV producer and host of “Watch What Happens Live.”,THE ANDY COHEN DIARIES,Andy Cohen
313,12/13/2014,12/28/2014,,,13.0,374280606,9.78037E+12,"An account, based on interviews, of the experience of the 33 Chilean miners who were trapped underground for 69 days in 2010 and, incredibly, rescued.",DEEP DOWN DARK,Héctor Tobar
319,12/13/2014,12/28/2014,,,14.0,081299499X,9.78081E+12,A collection of revealing and often humorous personal essays from the creator and star of “Girls.”,NOT THAT KIND OF GIRL,Lena Dunham
325,12/13/2014,12/28/2014,,,15.0,147670869X,9.78148E+12,"Studies of the people who created computers and the Internet, beginning in the 1840s.",THE INNOVATORS,Walter Isaacson
331,12/13/2014,12/28/2014,,,16.0,1476764026,9.78148E+12,"The making of the movie “The Princess Bride,” 25 years ago.",AS YOU WISH,Cary Elwes with Joe Layden
337,12/13/2014,12/28/2014,,,17.0,1594486298,9.78159E+12,"Essays about forgiveness, transformation and grace.",SMALL VICTORIES,Anne Lamott
343,12/13/2014,12/28/2014,,,18.0,1476783667,9.78148E+12,"The Yankee shortstop and team captain looks back over his career, with photographs from his recently concluded final season, as well as older ones.",JETER UNFILTERED,Derek Jeter with Anthony Bozza
349,12/13/2014,12/28/2014,,,19.0,307352153,9.78031E+12,Introverts — approximately one-third of the population — are undervalued in American society.,QUIET,Susan Cain
362,4/11/2015,4/26/2015,Combined Print & E-Book Nonfiction,15.0,1.0,62305212,9.78006E+12,"Fifty years of White House lore, based on interviews with butlers, maids and other staff members.",THE RESIDENCE,Kate Andersen Brower
368,4/11/2015,4/26/2015,,,2.0,307408868,9.78031E+12,"The last voyage of the Lusitania, by the author of “The Devil in the White City.”",DEAD WAKE,Erik Larson
374,4/11/2015,4/26/2015,,,3.0,1627795073,9.78163E+12,Stories of the American West; a companion volume to the Fox News series.,BILL O'REILLY'S LEGENDS AND LIES,David Fisher
404,4/11/2015,4/26/2015,,,7.0,,9.78148E+12,The actress’s memoir discusses her marriage to Louis Malle and her work on “Murphy Brown.”,A FINE ROMANCE,Candice Bergen
410,4/11/2015,4/26/2015,,,8.0,62248499,9.78006E+12,How the niece of the Scientology leader David Miscavige left the church at 21. ,BEYOND BELIEF,Jenna Miscavige Hill with Lisa Pulitzer
436,4/11/2015,4/26/2015,,,11.0,316204374,9.78032E+12,"How disadvantages can work in our favor; from the author of ""The Tipping Point"" and ""Outliers.""",DAVID AND GOLIATH,Malcolm Gladwell
442,4/11/2015,4/26/2015,,,12.0,307405729,9.78031E+12,A life with Asperger’s syndrome; first published in 2007.,LOOK ME IN THE EYE,John Elder Robison
448,4/11/2015,4/26/2015,,,13.0,147673075X,9.78148E+12,"The Oscar-winning producer describes the importance of curiosity in his life, and how others can harness its power.",A CURIOUS MIND,Brian Grazer and Charles Fishman
454,4/11/2015,4/26/2015,,,14.0,393240185,9.78039E+12,"A memoir of a career in The New Yorker’s storied copy department, along with grammar advice.",BETWEEN YOU & ME,Mary Norris
460,4/11/2015,4/26/2015,,,15.0,None,9.78055E+12,"A memoir by the ""E News!"" host and reality TV star.",GOING OFF SCRIPT,Giuliana Rancic
466,4/11/2015,4/26/2015,,,16.0,1501104837,9.7815E+12,The daughter of Jenni Rivera discusses her father's abuse and her estrangement from her mother.,FORGIVENESS,Chiquis Rivera
472,4/11/2015,4/26/2015,,,17.0,385347405,9.78039E+12,"How Jobs, who started out as a brash young genius, developed a more mature management style.",BECOMING STEVE JOBS,Brent Schlender and Rick Tetzeli
484,4/11/2015,4/26/2015,,,19.0,,9.7807E+12,"A memoir by the actor, a co-star in the television series, ""Two and A Half Men.""",SO THAT HAPPENED,Jon Cryer
490,4/11/2015,4/26/2015,,,20.0,802123414,9.7808E+12,"A grief-stricken British woman decides to raise a goshawk, a fierce bird that is notoriously difficult to tame.",H IS FOR HAWK,Helen Macdonald
496,12/10/2016,12/25/2016,Combined Print & E-Book Nonfiction,15.0,1.0,1627790624,9.78163E+12,The host of “The O’Reilly Factor” recounts the final years of World War II.,KILLING THE RISING SUN,Bill O'Reilly and Martin Dugard
502,12/10/2016,12/25/2016,,,2.0,393254593,9.78039E+12,How the psychologists Daniel Kahneman and Amos Tversky upended assumptions about the decision-making process and invented the field of behavioral economics.,THE UNDOING PROJECT,Michael Lewis
508,12/10/2016,12/25/2016,,,3.0,718079183,9.78072E+12,The couple who star in the HGTV show “Fixer Upper.”,THE MAGNOLIA STORY,Chip Gaines and Joanna Gaines with Mark Dagostino
514,12/10/2016,12/25/2016,,,4.0,62300547,9.78006E+12,A Yale Law School graduate looks at the struggles of the white working class through the story of his own childhood in the Rust Belt.,HILLBILLY ELEGY,J.D. Vance
524,12/10/2016,12/25/2016,,,5.0,1501141511,9.7815E+12,The singer-songwriter's autobiography.,BORN TO RUN,Bruce Springsteen
530,12/10/2016,12/25/2016,,,6.0,62494600,9.78006E+12,The anchor of Fox News’s “The Kelly File” discusses the personal and professional challenges she has faced.,SETTLE FOR MORE,Megyn Kelly
536,12/10/2016,12/25/2016,,,7.0,425285170,9.78043E+12,Essays by the star of “Gilmore Girls” (both the original and the mini-series) and “Parenthood.”,TALKING AS FAST AS I CAN,Lauren Graham
542,12/10/2016,12/25/2016,,,8.0,62645358,9.78006E+12,An eyewitness account of Pearl Harbor by a 94-year-old veteran.,ALL THE GALLANT MEN,Donald Stratton with Ken Gire
548,12/10/2016,12/25/2016,,,9.0,735289867,9.78074E+12,The Heisman Trophy winner writes about overcoming obstacles.,SHAKEN,Tim Tebow
554,12/10/2016,12/25/2016,,,10.0,374273537,9.78037E+12,"How the accelerating pace of technology, globalization and climate change are reshaping the world, and what we can do about it.",THANK YOU FOR BEING LATE,Thomas L Friedman
560,12/10/2016,12/25/2016,,,11.0,1455539740,9.78146E+12,"The libretto of the Grammy-, Tony- and Pulitzer Prize-winning musical, annotated by its creator, along with backstage photos and interviews.",HAMILTON: THE REVOLUTION,Lin-Manuel Miranda and Jeremy McCarter
566,12/10/2016,12/25/2016,,,12.0,399588175,9.7804E+12,"A memoir about growing up in South Africa by the comedian, now the host of “The Daily Show,” whose parents had an illegal (under apartheid) interracial relationship.",BORN A CRIME,Trevor Noah
572,12/10/2016,12/25/2016,,,13.0,143034758,9.78014E+12,A biography of the first Treasury secretary. Originally published in 2004 and the basis of the Broadway musical.,ALEXANDER HAMILTON,Ron Chernow
578,12/10/2016,12/25/2016,,,14.0,1250132924,9.78125E+12,The Vermont senator and former candidate for the Democratic nomination for president delivers his message of social and economic justice.,OUR REVOLUTION,Bernie Sanders
584,12/10/2016,12/25/2016,,,15.0,399185046,9.7804E+12,A discussion between two spiritual leaders about how to find joy in the face of suffering.,THE BOOK OF JOY,the Dalai Lama and Desmond Tutu with Douglas Abrams
590,12/10/2016,12/25/2016,,,16.0,1455565385,9.78146E+12,"An oral history of the show, based on extensive interviews with Jon Stewart and others.",THE DAILY SHOW (THE BOOK),Chris Smith
596,12/10/2016,12/25/2016,,,17.0,1501117203,9.7815E+12,Autobiographical essays by the young actress.,SCRAPPY LITTLE NOBODY,Anna Kendrick
602,12/10/2016,12/25/2016,,,18.0,143129430,9.78014E+12,"The war against the Barbary pirates in 1801. Co-written by one of the hosts of ""Fox & Friends.""",THOMAS JEFFERSON AND THE TRIPOLI PIRATES,Brian Kilmeade and Don Yaeger
608,12/10/2016,12/25/2016,,,19.0,081298840X,9.78081E+12,A memoir by a physician who received a diagnosis of Stage IV lung cancer at the age of 36.,WHEN BREATH BECOMES AIR,Paul Kalanithi
614,12/10/2016,12/25/2016,,,20.0,1501135910,9.7815E+12,"A memoir by the co-founder of Nike, Inc.",SHOE DOG,Phil Knight
654,10/4/2014,10/19/2014,,,5.0,1594632960,9.78159E+12,A history of innovation focused on the development of six key technologies of modern life; the companion volume to a PBS series.,HOW WE GOT TO NOW,Steven Johnson
666,10/4/2014,10/19/2014,,,7.0,670025852,9.78067E+12,The Harvard psychologist and linguist updates the rules of writing with a more relaxed approach to grammar.,THE SENSE OF STYLE,Steven Pinker
672,10/4/2014,10/19/2014,,,8.0,1455582271,9.78146E+12,Six C.I.A. contract employees discuss their experience during the attack on the State Department compound and the C.I.A. station called the “annex” in Benghazi in 2012.,13 HOURS,Mitchell Zuckoff with members of the Annex Security Team
686,10/4/2014,10/19/2014,,,10.0,1451673280,9.78145E+12,The life and career of the Confederate general Stonewall Jackson.,REBEL YELL,S C Gwynne
692,10/4/2014,10/19/2014,,,11.0,1621572552,9.78162E+12,"The lawyer and political commentator uses his legal training to evaluate, and affirm, the truthfulness of the Bible.",JESUS ON TRIAL,David Limbaugh
708,10/4/2014,10/19/2014,,,13.0,1594206147,9.78159E+12,The elder statesman offers a view of how to build an international order in today’s world.,WORLD ORDER,Henry Kissinger
714,10/4/2014,10/19/2014,,,14.0,307817652,9.78031E+12,"The discovery of the Ebola virus, and the efforts to keep it from spreading; first published in 1994.",THE HOT ZONE,Richard Preston
726,10/4/2014,10/19/2014,,,16.0,1451636016,9.78145E+12,The author of “The End of Faith” proposes that spirituality can and should be divorced from religion.,WAKING UP,Sam Harris
732,10/4/2014,10/19/2014,,,17.0,1451697384,9.78145E+12,The author of “The Shock Doctrine” argues that the free market created and is worsening the climate crisis.,THIS CHANGES EVERYTHING,Naomi Klein
738,10/4/2014,10/19/2014,,,18.0,385530269,9.78039E+12,A memoir about a year in a women’s prison; the basis for the Netflix series. Originally published in 2010.,ORANGE IS THE NEW BLACK,Piper Kerman
744,10/4/2014,10/19/2014,,,19.0,385349912,9.78039E+12,"Local and global initiatives that promote social progress, and how individuals can contribute.",A PATH APPEARS,Nicholas Kristof and Sheryl WuDunn
750,10/4/2014,10/19/2014,,,20.0,374227357,9.78037E+12,,POLITICAL ORDER AND POLITICAL DECAY,Francis Fukuyama
756,5/5/2012,5/20/2012,Combined Print & E-Book Nonfiction,15.0,1.0,679405070,9.78068E+12,From 1958 through the Kennedy assassination; the fourth volume of “The Years of Lyndon Johnson.”,THE PASSAGE OF POWER,Robert A Caro
762,5/5/2012,5/20/2012,,,2.0,1451663498,9.78145E+12,A retired C.I.A. official claims the agency’s methods saved American lives after 9/11.,HARD MEASURES,Jose A Rodriguez Jr with Bill Harlow
774,5/5/2012,5/20/2012,,,4.0,307955583,9.78031E+12,The 10-year search for Osama bin Laden.,MANHUNT,Peter L Bergen
780,5/5/2012,5/20/2012,,,5.0,1400069343,9.7814E+12,"The journalist and novelist, now nearly 60, looks back at her experiences and those of her generation.","LOTS OF CANDLES, PLENTY OF CAKE",Anna Quindlen
798,5/5/2012,5/20/2012,,,8.0,62112031,9.78006E+12,The musician’s memoir.,MY CROSS TO BEAR,Gregg Allman
822,5/5/2012,5/20/2012,,,11.0,62030310,9.78006E+12,"The former secretary of state describes her family’s life in Czechoslovakia, where she was born; their exile in London during World War II; their return to their homeland after the war and their final move to the United States in 1948.",PRAGUE WINTER,Madeleine Albright with Bill Woodward
843,5/5/2012,5/20/2012,,,14.0,307460983,9.78031E+12,"America’s path to war has become too easy, with excessive power ceded to the executive branch, the MSNBC host argues.",DRIFT,Rachel Maddow
849,5/5/2012,5/20/2012,,,15.0,1451648472,9.78145E+12,Recollections of the Secret Service agent assigned to guard Jacqueline Kennedy.,MRS. KENNEDY AND ME,Clint Hill
855,5/5/2012,5/20/2012,,,16.0,547386079,9.78055E+12,An account of the science of creativity argues that it is not a gift but a thought process that can be learned.,IMAGINE,Jonah Lehrer
861,5/5/2012,5/20/2012,,,17.0,1439127700,9.78144E+12,Two journalists examine the relationships between sitting presidents and their predecessors. ,THE PRESIDENTS CLUB,Nancy Gibbs and Michael Duffy
867,5/5/2012,5/20/2012,,,18.0,393088871,9.78039E+12,The Nobel-winning economist and New York Times columnist argues that government spending is necessary to jump- start the economy.,END THIS DEPRESSION NOW!,Paul Krugman
873,5/5/2012,5/20/2012,,,19.0,None,9.7811E+12,"A humorous account of coming to terms with adulthood, by the author of ""Such a Pretty Fat.""",JENERATION X,Jen Lancaster
879,5/5/2012,5/20/2012,,,20.0,1595230866,9.7816E+12,"The founding editor of National Review Online and author of ""Liberal Fascism"" accuses liberals of lazy thinking, deceptiveness and worse.",THE TYRANNY OF CLICHES,Jonah Goldberg
897,5/21/2011,6/5/2011,,,3.0,316175862,9.78032E+12,"A memoir from the former Saturday Night Live star and creator of ""30 Rock.""",BOSSYPANTS,Tina Fey
906,5/21/2011,6/5/2011,,,4.0,61767891,9.78006E+12,"The singer recounts the meteoric rise, fall and rise of Aerosmith over the last three decades.",DOES THE NOISE IN MY HEAD BOTHER YOU?,Steven Tyler with David Dalton
912,5/21/2011,6/5/2011,,,5.0,446584711,9.78045E+12,"Handler’s friends, family members and colleagues write about being victims of her practical jokes.",LIES THAT CHELSEA HANDLER TOLD ME,Chelsea Handler
918,5/21/2011,6/5/2011,,,6.0,031269945X,9.78031E+12,"An expert sniper and former member of the Navy Seals recounts his military training and missions, including the battle of Mogadishu in 1993.",SEAL TEAM SIX,Howard E Wasdin and Stephen Templin
924,5/21/2011,6/5/2011,,,7.0,316132942,9.78032E+12,"An account of the mysterious military installation, which the author contends is the home of secret espionage programs, not extraterrestrials.",AREA 51,Annie Jacobsen
942,5/21/2011,6/5/2011,,,9.0,1936488299,9.78194E+12,An argument that President Obama is not a natural-born U.S. citizen.,WHERE'S THE BIRTH CERTIFICATE?,Jerome R Corsi
948,5/21/2011,6/5/2011,,,10.0,None,9.7811E+12,A look into a potential hoax in the scientific community spurs a journey into the world of psychopathy.,THE PSYCHOPATH TEST,Jon Ronson
961,5/21/2011,6/5/2011,,,12.0,1429996021,9.78143E+12,"The actor charts his professional path, from teen idol to ""The West Wing.""",STORIES I ONLY TELL MY FRIENDS,Rob Lowe
967,5/21/2011,6/5/2011,,,13.0,1451620748,9.78145E+12,The country singer and songwriter writes of her hardscrabble origins and her rise to fame.,FROM THIS MOMENT ON,Shania Twain
973,5/21/2011,6/5/2011,,,14.0,1594202710,9.78159E+12,"China and America are mutually dependent economic giants, Kissinger writes, but they need an overarching design of strategic partnership.",ON CHINA,Henry Kissinger
979,5/21/2011,6/5/2011,,,15.0,054742485X,9.78055E+12,A member of the Navy Seals describes his military deployments and his larger vision of public service.,THE HEART AND THE FIST,Eric Greitens
985,5/21/2011,6/5/2011,,,16.0,316044695,9.78032E+12,A harrowing Navy SEALs operation.,LONE SURVIVOR,Marcus Luttrell with Patrick Robinson
994,5/21/2011,6/5/2011,,,17.0,62087142,9.78006E+12,"After a jungle plane crash in the wilds of New Guinea in 1945, three survivors were caught between headhunters and enemy Japanese.",LOST IN SHANGRI-LA,Mitchell Zuckoff
1000,5/21/2011,6/5/2011,,,18.0,031603441X,9.78032E+12,The Rolling Stones guitarist's revealing autobiography is also a portrait of the era when rock came of age.,LIFE,Keith Richards with James Fox
1006,5/21/2011,6/5/2011,,,19.0,1416591060,9.78142E+12,"The story of Quanah Parker, the last chief of the Comanches. Read by David Drummond. 15 hours, 3 minutes unabridged.",EMPIRE OF THE SUMMER MOON,SC Gwynne
1012,5/21/2011,6/5/2011,,,20.0,399157530,9.7804E+12,The seven-time Emmy winner reflects on her career.,IF YOU ASK ME,Betty White
1068,2/14/2015,3/1/2015,,,7.0,770435637,9.78077E+12,The inspiration and setting for the show on PBS.,LADY ALMINA AND THE REAL DOWNTON ABBEY,The Countess of Carnarvon
1074,2/14/2015,3/1/2015,,,8.0,1594205876,9.78159E+12,A memoir by the political consultant who became Barack Obama’s campaign strategist and White House adviser.,BELIEVER,David Axelrod
1080,2/14/2015,3/1/2015,,,9.0,1400205832,9.7814E+12,A South African man learned how to communicate and live a full life despite a mysterious disease that left him mute and in a wheelchair; originally published in 2011.,GHOST BOY,Martin Pistorius with Megan Lloyd Davies
1112,2/14/2015,3/1/2015,,,13.0,62323210,9.78006E+12,"A memoir and advice from the dancer, a “Dancing With the Stars” regular.",TAKING THE LEAD,Derek Hough
1118,2/14/2015,3/1/2015,,,14.0,,9.78006E+12,"Kyle, a former member of the Navy SEALs who was shot to death in Texas in February, tells how 10 firearms changed United States history.",AMERICAN GUN,Chris Kyle with William Doyle
1124,2/14/2015,3/1/2015,,,15.0,1594205868,9.78159E+12,"A memoir of a marriage’s collapse, by the author of “Don’t Let’s Go to the Dogs Tonight.”",LEAVING BEFORE THE RAINS COME,Alexandra Fuller
1136,2/14/2015,3/1/2015,,,17.0,,9.78039E+12,The investigation of a young black man’s murder in 2007 raises questions about race and the criminal justice system.,GHETTOSIDE,Jill Leovy
1142,2/14/2015,3/1/2015,,,18.0,345518578,9.78035E+12,A humorous memoir from the star of “My Life on the D-List.”,OFFICIAL BOOK CLUB SELECTION,Kathy Griffin
1148,2/14/2015,3/1/2015,,,19.0,069116472X,9.78069E+12,"The presiding mathematician and decoding force at Bletchley Park, the center that cracked the German Enigma code; the inspiration for the film ""The Imitation Game.""",ALAN TURING: THE ENIGMA,Andrew Hodges
1154,2/14/2015,3/1/2015,,,20.0,1250045444,9.78125E+12,A memoir by a deadly special operations sniper deployed to Afghanistan.,THE REAPER,Nicholas Irving with Gary Brozek
1172,2/9/2019,2/24/2019,,,3.0,1524731668,9.78152E+12,"The rise and fall of Theranos, the biotech startup that failed to deliver on its promise to make blood testing more efficient.",BAD BLOOD,John Carreyrou
1189,2/9/2019,2/24/2019,,,5.0,1250130336,9.78125E+12,The story of a secret plot to kill George Washington in 1776.,THE FIRST CONSPIRACY,Brad Meltzer and Josh Mensch
1195,2/9/2019,2/24/2019,,,6.0,525511350,9.78053E+12,"After receiving a terminal cancer diagnosis, a lawyer and mother of two chronicles her life.",THE UNWINDING OF THE MIRACLE,Julie Yip-Williams
1201,2/9/2019,2/24/2019,,,7.0,1632869608,9.78163E+12,"Reflections on the ageism, misogyny and loss that women might encounter as they grow older.",WOMEN ROWING NORTH,Mary Pipher
1207,2/9/2019,2/24/2019,,,8.0,1524748137,9.78152E+12,The achievements and private relationships of several interconnecting historical figures.,FIGURING,Maria Popova
1213,2/9/2019,2/24/2019,,,9.0,525509445,9.78053E+12,The former chief executive of Starbucks recounts his journey to success and shares the inspirational stories of others.,FROM THE GROUND UP,Howard Schultz with Joanne Gordon
1219,2/9/2019,2/24/2019,,,10.0,1400201764,9.7814E+12,A woman rebuilds her life after she learns her father is the infamous killer known as BTK.,A SERIAL KILLER'S DAUGHTER,Kerri Rawson
1225,2/9/2019,2/24/2019,,,11.0,1476740186,9.78148E+12,The story of the 1986 fire at the Los Angeles Public Library provides a backdrop to the evolution and purpose of libraries.,THE LIBRARY BOOK,Susan Orlean
1231,2/9/2019,2/24/2019,,,12.0,1524732710,9.78152E+12,Secrets and identity in a fast-paced age of science and technology are explored through the story of a woman who discovered her biological father.,INHERITANCE,Dani Shapiro
1237,2/9/2019,2/24/2019,,,13.0,316421790,9.78032E+12,The former governor of New Jersey describes his relationship with President Trump and the tensions among others close to the president.,LET ME FINISH,Chris Christie with Ellis Henican
1243,2/9/2019,2/24/2019,,,14.0,525561358,9.78053E+12,A Silicon Valley investor and mentor to Mark Zuckerberg describes some of the negative effects of the attention economy on our democracy and the greater culture.,ZUCKED,Roger McNamee
1249,2/9/2019,2/24/2019,,,15.0,316505110,9.78032E+12,An unexpected pregnancy forces the author to navigate challenges faced by the working poor.,MAID,Stephanie Land
1280,3/26/2011,4/10/2011,,,4.0,140006760X,9.7814E+12,"Brooks creates two imaginary people, Harold and Erica, to illustrate his understanding of the human mind, the wellsprings of action and the causes of success and failure.",THE SOCIAL ANIMAL,David Brooks
1286,3/26/2011,4/10/2011,,,5.0,159420229X,9.78159E+12,A journalist who covered a mnemonics championship tries competing himself.,MOONWALKING WITH EINSTEIN,Joshua Foer
1292,3/26/2011,4/10/2011,,,6.0,62009281,9.78006E+12,"Hagar tells of his tear through rock, from his first break with Montrose to his role as the front man of Van Halen.",RED,Sammy Hagar with Joel Selvin
1298,3/26/2011,4/10/2011,,,7.0,1594487871,9.78159E+12,A wry look at the odd and exceptional history of Hawaii.,UNFAMILIAR FISHES,Sarah Vowell
1304,3/26/2011,4/10/2011,,,8.0,385530803,9.78039E+12,"An examination of innovative developments in medicine, computers, quantum physics and space travel.",PHYSICS OF THE FUTURE,Michio Kaku
1310,3/26/2011,4/10/2011,,,9.0,307590615,9.78031E+12,"The former president’s memoir discusses his Christianity and the end of his drinking; his relationships with members of his family; and critical White House decisions on 9/11, Iraq and Katrina.",DECISION POINTS,George W Bush
1317,3/26/2011,4/10/2011,,,10.0,62074954,9.78006E+12,Aan unlikely Afghan entrepreneur who mobilized her community under the Taliban.,THE DRESSMAKER OF KHAIR KHANA,Gayle Tzemach Lemmon
1323,3/26/2011,4/10/2011,,,11.0,316001929,9.78032E+12,"This biography portrays the Macedonian-Egyptian queen in all her ambition, audacity and formidable intelligence.",CLEOPATRA,Stacy Schiff
1329,3/26/2011,4/10/2011,,,12.0,1416583432,9.78142E+12,What the world is like from a dog’s point of view.,INSIDE OF A DOG,Alexandra Horowitz
1335,3/26/2011,4/10/2011,,,13.0,140006872X,9.7814E+12,A memoir by the chef and owner of the Manhattan restaurant Prune.,"BLOOD, BONES AND BUTTER",Gabrielle Hamilton
1341,3/26/2011,4/10/2011,,,14.0,1586175009,9.78159E+12,Pope Benedict XVI challenges readers to grapple with the meaning of Jesus’ life.,JESUS OF NAZARETH,Joseph Ratzinger
1353,3/26/2011,4/10/2011,,,16.0,375423729,9.78038E+12,An exploration of information technologies that changed the nature of human consciousness.,THE INFORMATION,James Gleick
1359,3/26/2011,4/10/2011,,,17.0,62002945,9.78006E+12,"A coming-of-age memoir organized around the musings, purveyed on Twitter, of the author's father. Originally published in 2010.",_____ MY DAD SAYS,Justin Halpern
1365,3/26/2011,4/10/2011,,,18.0,393338827,9.78039E+12,The people who saw the real estate crash coming and made billions. Originally published in 2010 and a 2015 movie.,THE BIG SHORT,Michael Lewis
1371,3/26/2011,4/10/2011,,,19.0,1594202842,9.78159E+12,A Chinese-American mother makes a case for strict and demanding parenting.,BATTLE HYMN OF THE TIGER MOTHER,Amy Chua
1377,3/26/2011,4/10/2011,,,20.0,800759494,9.7808E+12,A minister on the otherworldly experience he had after an accident.,90 MINUTES IN HEAVEN,Don Piper with Cecil Murphey
1384,5/25/2013,6/9/2013,Combined Print & E-Book Nonfiction,15.0,1.0,1594205116,9.78159E+12,An autobiography by the coach who led the Chicago Bulls and the Los Angeles Lakers to multiple N.B.A. championships.,ELEVEN RINGS,Phil Jackson and Hugh Delehanty
1390,5/25/2013,6/9/2013,,,2.0,1476726094,9.78148E+12,"The Duck Commander pays tribute to “faith, family and ducks.”","HAPPY, HAPPY, HAPPY",Phil Robertson with Mark Schlabach
