results__list_name,results__bestsellers_date,results__published_date,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,0,0,9.78E+12,"The former president’s portrait of his father, George H.W. Bush",0
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,0,1,9.78E+12,More little-known stories  from America’s past; a follow-up to “Miracles and Massacres.,0
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,0,0,9.78E+12,An investigative reporter complains of harassment and intimidation by the Obama administration.,0
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,0,0,9.78E+12,"In a follow-up to “No Easy Day,” the Navy SEAL team member Matt Bissonnette, writing pseudonymously, describes the challenges of  SEAL training and other missions in which he participated.",0
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,0,0,9.78E+12,"A member of the Navy Seals who has the most career sniper kills in United States military history discusses his childhood, his marriage and his battlefield experiences during the Iraq war.",0
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,0,0,9.78E+12,"The first volume of a biography of the 26th president, covering the years 1858 to 1901.",0
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,0,0,9.78E+12,The experience of the Pakistani girl who advocated for women’s education and was shot by the Taliban.,0
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,0,1,9.78E+12,The radio host urges true patriots to save the country  from the machinations of the left.\n,0
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
10,Hardcover Political Books,hardcover-political-books,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,1,1101886978,9.78E+12,The actress describes her life in Scientology and the aftermath of her break with the church in 2013.,TROUBLEMAKER,Leah Remini and Rebecca Paley
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,2,316200603,9.78E+12,An account of the Salem witch trials of 1692.,THE WITCHES,Stacy Schiff
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,3,892969962,9.78E+12,The pastor and author says you can determine your success or failure and your destiny with the words you use to speak about yourself.,THE POWER OF I AM,Joel Osteen
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,4,1621574156,9.78E+12,"What the Old Testament reveals about the life, deeds and message of Jesus Christ.",THE EMMAUS CODE,David Limbaugh
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,5,1878424319,9.78E+12,"A guide to conduct, spiritual freedom and a life with fewer limitations, by a Mexican healer. Originally published in 2000.",THE FOUR AGREEMENTS,Don Miguel Ruiz
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,6,718031822,9.78E+12,An HGTV personality calls for women of all ages to find contentment in a world of impossible standards through the grace of God.,FOR THE LOVE,Jen Hatmaker
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,7,080101526X,9.78E+12,How the near-death experiences of thousands of people point to the picture of heaven promised in the Bible.,IMAGINE HEAVEN,John Burke
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,8,1250045924,9.78E+12,"A view that there once existed on Earth an advanced civilization now lost; survivors were known to later cultures as ""the Sages,"" the Shining Ones, and ""the Mystery Teachers of Heaven.""",MAGICIANS OF THE GODS,Graham Hancock
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,9,812998391,9.78E+12,"A medium describes the development of her gift, offers accounts of people reunited with departed loved ones and presents life lessons.",THE LIGHT BETWEEN US,Laura Lynne Jackson
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,10,1501126121,9.78E+12,The talk-radio host looks to Muslim teachings for the roots of Islamic extremism.,IT IS ABOUT ISLAM,Glenn Beck
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,11/28/2015,12/13/2015,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,1,62205447,9.78E+12,"Rediscovering religious principles — gleaned from such ancient teachers as the Buddha, Moses and Jesus — for dealing with and transcending suffering.",TEARS TO TRIUMPH,Marianne Williamson
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,2,310247454,9.78E+12,Practical guidelines for Christians. Originally published in 1992.,BOUNDARIES,Henry Cloud and John Townsend
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,3,1577314808,9.78E+12,A guide to personal growth and spiritual enlightenment.,THE POWER OF NOW,Eckhart Tolle
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,4,62378856,9.78E+12,"Finding your innate happiness through mindfulness and meditation. From the author of ""Search Inside Yourself.""",JOY ON DEMAND,Chade-Meng Tan
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,5,1433688670,9.78E+12,"A guide to practical, purposeful praying, addressed particularly to women, by the Bible instructor and actress.",FERVENT,Priscilla Shirer
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,6,1572245379,9.78E+12,The answer to who we are is said to be found in our consciousness.,THE UNTETHERED SOUL,Michael A Singer
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,7,1878424319,9.78E+12,"A guide to conduct, spiritual freedom and a life with fewer limitations, by a Mexican healer. Originally published in 2000.",THE FOUR AGREEMENTS,Don Miguel Ruiz
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,8,1608871576,9.78E+12,A guide to the spiritual path of Bhakti and the ancient teachings of Yoga.,THE JOURNEY WITHIN,Radhanath Swami
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,9,679604995,9.78E+12,A chronicle of one of the most significant institutions in history: the papacy.,ABSOLUTE MONARCHS,John Julius Norwich
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,10,080101526X,9.78E+12,How the near-death experiences of thousands of people point to the picture of heaven promised in the Bible.,IMAGINE HEAVEN,John Burke
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,6/25/2016,7/10/2016,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,1,1250054052,9.78E+12,The media queen discusses the essential components of an authentic life; adapted from her column in O magazine.,WHAT I KNOW FOR SURE,Oprah Winfrey
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,2,1594486298,9.78E+12,"Essays about forgiveness, transformation and grace.",SMALL VICTORIES,Anne Lamott
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,3,805098542,9.78E+12,"The host of ""The O'Reilly Factor"" recounts the events leading up to Jesus’ execution.",KILLING JESUS,Bill O'Reilly and Martin Dugard
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,4,62368338,9.78E+12,Advice and observations from the Olympic champion and World War II survivor.,"DON'T GIVE UP, DON'T GIVE IN",Louis Zamperini and David Rensin
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,5,553418564,9.78E+12,How a random act of Christmastime kindness changed the author’s life in a time of grief.,THE 13TH GIFT,Joanne Huist Smith
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,6,849946158,9.78E+12,A father recounts his 3-year-old son’s encounter with Jesus and the angels during an emergency appendectomy; the basis of the movie.,HEAVEN IS FOR REAL,Todd Burpo with Lynn Vincent
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,7,525954147,9.78E+12,Guidance for establishing a personal relationship with God.,PRAYER,Timothy Keller
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,8,1414397542,9.78E+12,"A family celebration of the Advent, with Scripture- based activities.",UNWRAPPING THE GREATEST GIFT,Ann Voskamp
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,9,1476777802,9.78E+12,How the Duck Commander teen stays true to her values.,LIVE ORIGINAL,Sadie Robertson with Beth Clark
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,10,812996453,9.78E+12,"Advice and observations on family and community, values and spirituality.",RAINBOW IN THE CLOUD,Maya Angelou
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,11,1577314808,9.78E+12,A guide to personal growth and spiritual enlightenment. Originally published in 2002.,THE POWER OF NOW,Eckhart Tolle
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,12,525954422,9.78E+12,An argument that miracles are not only possible but widespread.,MIRACLES,Eric Metaxas
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,13,1400205859,9.78E+12,A spirituality-based guide to managing the multiple demands on busy lives.,THE BEST YES,Lysa TerKeurst
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,14,316244929,9.78E+12,A memoir from the Rock and Roll Hall of Fame guitarist.,UNIVERSAL TONE,Carlos Santana and Ashley Kahn
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,15,1451654685,9.78E+12,A biography of the influential Sioux leader Red Cloud examines his military prowess and the Plains Indians’ changing way of life.,THE HEART OF EVERYTHING THAT IS,Bob Drury and Tom Clavin
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,12/27/2014,1/11/2015,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,1,1878424319,9.78E+12,"A guide to conduct, spiritual freedom and a life with fewer limitations, by a Mexican healer. Originally published in 2000.",THE FOUR AGREEMENTS,Don Miguel Ruiz
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,2,1577314808,9.78E+12,A guide to personal growth and spiritual enlightenment.,THE POWER OF NOW,Eckhart Tolle
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,3,310247454,9.78E+12,Practical guidelines for Christians. Originally published in 1992.,BOUNDARIES,Henry Cloud and John Townsend
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,4,1433688670,9.78E+12,"A guide to practical, purposeful praying, addressed particularly to women, by the Bible instructor and actress.",FERVENT,Priscilla Shirer
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,5,1572245379,9.78E+12,The answer to who we are is said to be found in our consciousness.,THE UNTETHERED SOUL,Michael A Singer
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,6,1582701709,9.78E+12,"The ""Law of Attraction"" as a key to getting what you want; A New Age look at spirituality.",THE SECRET,Rhonda Byrne
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,7,892969962,9.78E+12,The pastor and author says you can determine your success or failure and your destiny with the words you use to speak about yourself.,THE POWER OF I AM,Joel Osteen
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,8,1501105299,9.78E+12,"A Hollywood couple use their experiences with dating, and their Christian faith, to encourage sexual abstinence before marriage.",THE WAIT,DeVon Franklin and Meagan Good with Tim Vandehey
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,9,316311375,9.78E+12,A mother tells the story of her once-sickly young daughter whose chronic disease disappeared after her near-death experience.,MIRACLES FROM HEAVEN,Christy Beam
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,10,62205447,9.78E+12,"Rediscovering religious principles — gleaned from such ancient teachers as the Buddha, Moses and Jesus — for dealing with and transcending suffering.",TEARS TO TRIUMPH,Marianne Williamson
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
Religion Spirituality and Faith,7/30/2016,8/14/2016,,,,,,
