results__list_name,results__bestsellers_date,results__published_date,results__books__rank,results__books__primary_isbn10,results__books__primary_isbn13,results__books__description,results__books__title,results__books__author
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,6,316204374,9.78E+12,,DAVID AND GOLIATH,Malcolm Gladwell
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,7,307352153,9.78E+12,,QUIET,Susan Cain
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,8,081298160X,9.78E+12,,THE POWER OF HABIT,Charles Duhigg
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,9,544272994,9.78E+12,,WHAT IF?,Randall Munroe
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,10,143127535,9.78E+12,,HOW NOT TO BE WRONG,Jordan Ellenberg
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,11,805098887,9.78E+12,,BEYOND WORDS,Carl Safina
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,12,62316095,9.78E+12,,SAPIENS,Yuval Noah Harari
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,13,1416583432,9.78E+12,,INSIDE OF A DOG,Alexandra Horowitz
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,14,1250062187,9.78E+12,,THE SIXTH EXTINCTION,Elizabeth Kolbert
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,15,1451667329,9.78E+12,,WHAT THE DOG KNOWS,Cat Warren
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,16,006228407X,9.78E+12,,A DEADLY WANDERING,Matt Richtel
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,17,553380168,9.78E+12,,A BRIEF HISTORY OF TIME,Stephen Hawking
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,18,307946916,9.78E+12,,IN THE KINGDOM OF ICE,Hampton Sides
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,19,1771641495,9.78E+12,,GUT,Giulia Enders Illustrations  Jill Enders
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,20,385352549,9.78E+12,,ON THE MOVE,Oliver Sacks
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,7/25/2015,8/9/2015,,,,,,
Science,1/31/2015,2/15/2015,1,805095152,9.78E+12,,BEING MORTAL,Atul Gawande
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,2,307589382,9.78E+12,,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,3,544272994,9.78E+12,,WHAT IF?,Randall Munroe
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,4,None,9.78E+12,,ALAN TURING: THE ENIGMA,Andrew Hodges
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,5,081298160X,9.78E+12,,THE POWER OF HABIT,Charles Duhigg
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,6,307352153,9.78E+12,,QUIET,Susan Cain
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,7,553380168,9.78E+12,,A BRIEF HISTORY OF TIME,Stephen Hawking
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,8,374533555,9.78E+12,,"THINKING, FAST AND SLOW",Daniel Kahneman
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,9,1250062187,9.78E+12,,THE SIXTH EXTINCTION,Elizabeth Kolbert
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,10,147670869X,9.78E+12,,THE INNOVATORS,Walter Isaacson
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,11,1451697384,9.78E+12,,THIS CHANGES EVERYTHING,Naomi Klein
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,12,385535376,9.78E+12,,IN THE KINGDOM OF ICE,Hampton Sides
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,13,054400339X,9.78E+12,,THE BEST AMERICAN SCIENCE AND NATURE WRITING 2014,edited  Deborah Blum and Tim Folger
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,14,None,9.78E+12,,THE MARSHMALLOW TEST,Walter Mischel
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,15,1250007135,9.78E+12,,UNDENIABLE,Bill Nye
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,16,871401002,9.78E+12,,THE MEANING OF HUMAN EXISTENCE,Edward O Wilson
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,17,62296248,9.78E+12,,WHAT SHOULD WE BE WORRIED ABOUT?,edited  John Brockman
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,18,374223955,9.78E+12,,THE MAN WHO COULDN'T STOP,David Adam
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,19,1594632960,9.78E+12,,HOW WE GOT TO NOW,Steven Johnson
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,20,62049038,9.78E+12,,A GARDEN OF MARVELS,Ruth Kassinger
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,1/31/2015,2/15/2015,,,,,,
Science,4/30/2016,5/15/2016,1,081298840X,9.78E+12,,WHEN BREATH BECOMES AIR,Paul Kalanithi
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,2,1101904003,9.78E+12,,THE SLEEP REVOLUTION,Arianna Huffington
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,3,399184414,9.78E+12,,SEVEN BRIEF LESSONS ON PHYSICS,Carlo Rovelli
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,4,1101874937,9.78E+12,,LAB GIRL,Hope Jahren
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,5,805095152,9.78E+12,,BEING MORTAL,Atul Gawande
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,6,081298160X,9.78E+12,,THE POWER OF HABIT,Charles Duhigg
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,7,62301233,9.78E+12,,ELON MUSK,Ashlee Vance
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,8,307352153,9.78E+12,,QUIET,Susan Cain
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,9,374533555,9.78E+12,,"THINKING, FAST AND SLOW",Daniel Kahneman
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,10,544668251,9.78E+12,,THING EXPLAINER,Randall Munroe
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,11,1400052181,9.78E+12,,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,12,316338923,9.78E+12,,RISE OF THE ROCKET GIRLS,Nathalia Holt
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,13,62400363,9.78E+12,,THE ARM,Jeff Passan
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,14,316204374,9.78E+12,,DAVID AND GOLIATH,Malcolm Gladwell
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,15,544272994,9.78E+12,,WHAT IF?,Randall Munroe
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,16,1476728747,9.78E+12,,THE WRIGHT BROTHERS,David McCullough
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,17,393246183,9.78E+12,,ARE WE SMART ENOUGH TO KNOW HOW SMART ANIMALS ARE?,Frans de Waal
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,18,1455533866,9.78E+12,,ALWAYS HUNGRY?,David Ludwig
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,19,1426216491,9.78E+12,,NO DREAM IS TOO HIGH,Buzz Aldrin with Ken Abraham
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,20,62388517,9.78E+12,,CAPTURE,David A Kessler
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,4/30/2016,5/15/2016,,,,,,
Science,7/30/2016,8/14/2016,1,081298840X,9.78E+12,,WHEN BREATH BECOMES AIR,Paul Kalanithi
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,2,805095152,9.78E+12,,BEING MORTAL,Atul Gawande
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,3,393245446,9.78E+12,,GRUNT,Mary Roach
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,4,1476733503,9.78E+12,,THE GENE,Siddhartha Mukherjee
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,5,1476728755,9.78E+12,,THE WRIGHT BROTHERS,David McCullough
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,6,307352153,9.78E+12,,QUIET,Susan Cain
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,7,081298160X,9.78E+12,,THE POWER OF HABIT,Charles Duhigg
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,8,1400052181,9.78E+12,,THE IMMORTAL LIFE OF HENRIETTA LACKS,Rebecca Skloot
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,9,62316095,9.78E+12,,SAPIENS,Yuval Noah Harari
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,10,374533555,9.78E+12,,"THINKING, FAST AND SLOW",Daniel Kahneman
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,11,1101874937,9.78E+12,,LAB GIRL,Hope Jahren
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,12,1250055822,9.78E+12,,UNBROKEN BRAIN,Maia Szalavitz
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,13,399184414,9.78E+12,,SEVEN BRIEF LESSONS ON PHYSICS,Carlo Rovelli
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,14,544668251,9.78E+12,,THING EXPLAINER,Randall Munroe
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,15,143127748,9.78E+12,,THE BODY KEEPS THE SCORE,Bessel van der Kolk
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,16,544272994,9.78E+12,,WHAT IF?,Randall Munroe
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,17,148145093X,9.78E+12,,INSIDE OF A DOG,Alexandra Horowitz
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,18,553380168,9.78E+12,,A BRIEF HISTORY OF TIME,Stephen Hawking
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,19,345804848,9.78E+12,,VOICES IN THE OCEAN,Susan Casey
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,20,1451697724,9.78E+12,,THE SOUL OF AN OCTOPUS,Sy Montgomery
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,7/30/2016,8/14/2016,,,,,,
Science,5/30/2015,6/14/2015,1,1476728747,9.78E+12,,THE WRIGHT BROTHERS,David McCullough
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,2,805095152,9.78E+12,,BEING MORTAL,Atul Gawande
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,3,385352549,9.78E+12,,ON THE MOVE,Oliver Sacks
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,4,62301233,9.78E+12,,ELON MUSK,Ashlee Vance
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
Science,5/30/2015,6/14/2015,,,,,,
